"header","digits2","digits6","digits6_des","notes","SICs","SIC_exclu","SIC","SIC_n"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5172","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5173","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5174","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5175","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5176","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5177","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5178","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5179","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5180","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5181","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5182","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5183","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5184","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5185","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5186","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5187","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5188","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5189","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5190","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5191","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5192","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5193","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5194","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5195","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5196","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5197","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5198","1"
"WHOLESALE AND RETAIL TRADE","69A Wholesale trade","690100","Wholesale trade",,"50, 51",,"5199","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5200","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5201","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5202","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5203","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5204","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5205","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5206","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5207","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5208","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5209","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5210","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5211","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5212","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5213","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5214","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5215","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5216","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5217","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5218","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5219","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5220","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5221","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5222","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5223","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5224","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5225","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5226","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5227","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5228","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5229","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5230","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5231","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5232","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5233","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5234","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5235","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5236","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5237","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5238","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5239","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5240","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5241","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5242","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5243","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5244","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5245","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5246","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5247","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5248","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5249","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5250","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5251","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5252","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5253","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5254","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5255","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5256","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5257","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5258","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5259","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5260","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5261","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5262","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5263","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5264","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5265","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5266","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5267","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5268","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5269","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5270","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5271","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5272","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5273","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5274","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5275","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5276","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5277","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5278","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5279","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5280","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5281","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5282","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5283","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5284","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5285","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5286","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5287","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5288","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5289","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5290","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5291","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5292","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5293","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5294","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5295","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5296","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5297","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5298","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5299","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5300","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5301","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5302","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5303","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5304","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5305","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5306","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5307","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5308","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5309","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5310","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5311","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5312","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5313","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5314","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5315","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5316","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5317","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5318","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5319","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5320","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5321","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5322","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5323","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5324","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5325","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5326","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5327","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5328","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5329","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5330","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5331","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5332","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5333","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5334","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5335","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5336","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5337","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5338","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5339","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5340","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5341","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5342","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5343","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5344","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5345","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5346","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5347","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5348","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5349","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5350","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5351","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5352","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5353","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5354","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5355","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5356","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5357","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5358","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5359","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5360","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5361","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5362","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5363","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5364","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5365","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5366","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5367","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5368","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5369","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5370","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5371","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5372","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5373","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5374","1"
"WHOLESALE AND RETAIL TRADE","69B Retail trade","690200","Retail trade, except eating and drinking",,"52-7 , 59,7389, 8042","546","5375","1"
