"header","digits2","digits6","digits6_des","notes","SICs","SIC_exclu","SIC","SIC_n"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380400","Primary aluminum",,"3334, 2819",,"3334","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380501","Primary nonferrous metals, n.e.c.",,"3339",,"3339","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3340","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3341","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3342","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3343","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3344","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3345","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3346","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3347","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3348","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380600","Secondary nonferrous metals",,"334",,"3349","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380700","Rolling, drawing, and extruding of copper",,"3351",,"3351","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380800","Aluminum rolling and drawing",,"3353-5",,"3353","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380800","Aluminum rolling and drawing",,"3353-5",,"3354","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380800","Aluminum rolling and drawing",,"3353-5",,"3355","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","380900","Nonferrous rolling and drawing, n.e.c.",,"3356",,"3356","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","381000","Nonferrous wiredrawing and insulating",,"3357",,"3357","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","381100","Aluminum castings",,"3363, 3365",,"3363","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","381100","Aluminum castings",,"3363, 3365",,"3365","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","381200","Copper foundries",,"3366",,"3366","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","381300","Nonferrous castings, n.e.c.",,"3364, 3369",,"3364","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","381300","Nonferrous castings, n.e.c.",,"3364, 3369",,"3369","1"
"MANUFACTURING","38 Primary nonferrous metals manufacturing","381400","Nonferrous forgings",,"3463",,"3463","1"
"MANUFACTURING","39 Metal containers","390100","Metal cans",,"3411",,"3411","1"
"MANUFACTURING","39 Metal containers","390200","Metal shipping barrels, drums, kegs, and pails",,"3412",,"3412","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400100","Enameled iron and metal sanitary ware",,"3431",,"3431","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400200","Plumbing fixture fittings and trim",,"3432",,"3432","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400300","Heating equipment, except electric and warm air furnaces",,"3433",,"3433","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400400","Fabricated structural metal",,"3441",,"3441","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400500","Metal doors, sash, frames, molding, and trim",,"3442",,"3442","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400600","Fabricated plate work (boiler shops)",,"3443",,"3443","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400700","Sheet metal work",,"3444",,"3444","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400800","Architectural and ornamental metal work",,"3446",,"3446","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400901","Prefabricated metal buildings and components",,"3448",,"3448","1"
"MANUFACTURING","40 Heating, plumbing, and fabricated structural metal products","400902","Miscellaneous structural metal work",,"3449",,"3449","1"
"MANUFACTURING","41 Screw machine products and stampings","410100","Screw machine products, bolts, etc.",,"3451-2",,"3451","1"
"MANUFACTURING","41 Screw machine products and stampings","410100","Screw machine products, bolts, etc.",,"3451-2",,"3452","1"
"MANUFACTURING","41 Screw machine products and stampings","410201","Automotive stampings",,"3465",,"3465","1"
"MANUFACTURING","41 Screw machine products and stampings","410202","Crowns and closures",,"3466",,"3466","1"
"MANUFACTURING","41 Screw machine products and stampings","410203","Metal stampings, n.e.c.",,"3469",,"3469","1"
"MANUFACTURING","42 Other fabricated metal products","420100","Cutlery",,"3421",,"3421","1"
"MANUFACTURING","42 Other fabricated metal products","420201","Hand and edge tools, except machine tools and handsaws",,"3423",,"3423","1"
"MANUFACTURING","42 Other fabricated metal products","420202","Saw blades and handsaws",,"3425",,"3425","1"
"MANUFACTURING","42 Other fabricated metal products","420300","Hardware, n.e.c.",,"3429",,"3429","1"
"MANUFACTURING","42 Other fabricated metal products","420401","Plating and polishing",,"3471",,"3471","1"
"MANUFACTURING","42 Other fabricated metal products","420402","Coating,engraving, and allied services, n.e.c.",,"3479",,"3479","1"
"MANUFACTURING","42 Other fabricated metal products","420500","Miscellaneous fabricated wire products",,"3495-6",,"3495","1"
"MANUFACTURING","42 Other fabricated metal products","420500","Miscellaneous fabricated wire products",,"3495-6",,"3496","1"
"MANUFACTURING","42 Other fabricated metal products","420700","Steel springs, except wire",,"3493",,"3493","1"
"MANUFACTURING","42 Other fabricated metal products","420800","Pipe, valves, and pipe fittings",,"3491-2, 3494, 3498",,"3491","1"
"MANUFACTURING","42 Other fabricated metal products","420800","Pipe, valves, and pipe fittings",,"3491-2, 3494, 3498",,"3492","1"
"MANUFACTURING","42 Other fabricated metal products","420800","Pipe, valves, and pipe fittings",,"3491-2, 3494, 3498",,"3494","1"
"MANUFACTURING","42 Other fabricated metal products","420800","Pipe, valves, and pipe fittings",,"3491-2, 3494, 3498",,"3498","1"
"MANUFACTURING","42 Other fabricated metal products","421000","Metal foil and leaf",,"3497",,"3497","1"
"MANUFACTURING","42 Other fabricated metal products","421100","Fabricated metal products, n.e.c.",,"3499",,"3499","1"
"MANUFACTURING","43 Engines and turbines","430100","Turbines and turbine generator sets",,"3511",,"3511","1"
"MANUFACTURING","43 Engines and turbines","430200","Internal combustion engines, n.e.c.",,"3519",,"3519","1"
"MANUFACTURING","44+45 Farm, construction, and mining machinery","440001","Farm machinery and equipment",,"3523",,"3523","1"
"MANUFACTURING","44+45 Farm, construction, and mining machinery","440002","Lawn and garden equipment",,"3524",,"3524","1"
"MANUFACTURING","44+45 Farm, construction, and mining machinery","450100","Construction machinery and equipment",,"3531",,"3531","1"
"MANUFACTURING","44+45 Farm, construction, and mining machinery","450200","Mining machinery, except oil field",,"3532",,"3532","1"
"MANUFACTURING","44+45 Farm, construction, and mining machinery","450300","Oil and gas field machinery and equipment",,"3533",,"3533","1"
"MANUFACTURING","46 Materials handling machinery and equipment","460100","Elevators and moving stairways",,"3534",,"3534","1"
"MANUFACTURING","46 Materials handling machinery and equipment","460200","Conveyors and conveying equipment",,"3535",,"3535","1"
"MANUFACTURING","46 Materials handling machinery and equipment","460300","Hoists, cranes, and monorails",,"3536",,"3536","1"
"MANUFACTURING","46 Materials handling machinery and equipment","460400","Industrial trucks and tractors",,"3537",,"3537","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470100","Machine tools, metal cutting types",,"3541",,"3541","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470200","Machine tools, metal forming types",,"3542",,"3542","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470300","Special dies and tools and machine tool accessories",,"3544-5",,"3544","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470300","Special dies and tools and machine tool accessories",,"3544-5",,"3545","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470401","Power-driven handtools",,"3546",,"3546","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470402","Rolling mill machinery and equipment",,"3547",,"3547","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470404","Electric and gas welding and soldering equipment",,"3548",,"3548","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470405","Industrial patterns",,"3543",,"3543","1"
"MANUFACTURING","47 Metalworking machinery and equipment","470500","Metalworking machinery, n.e.c.",,"3549",,"3549","1"
"MANUFACTURING","48 Special industry machinery and equipment","480100","Food products machinery",,"3556",,"3556","1"
"MANUFACTURING","48 Special industry machinery and equipment","480200","Textile machinery",,"3552",,"3552","1"
"MANUFACTURING","48 Special industry machinery and equipment","480300","Woodworking machinery",,"3553",,"3553","1"
"MANUFACTURING","48 Special industry machinery and equipment","480400","Paper industries machinery",,"3554",,"3554","1"
"MANUFACTURING","48 Special industry machinery and equipment","480500","Printing trades machinery and equipment",,"3555",,"3555","1"
"MANUFACTURING","48 Special industry machinery and equipment","480600","Special industry machinery, n.e.c.",,"3559",,"3559","1"
"MANUFACTURING","49 General industrial machinery and equipment","490100","Pumps and compressors",,"3561, 3563",,"3561","1"
"MANUFACTURING","49 General industrial machinery and equipment","490100","Pumps and compressors",,"3561, 3563",,"3563","1"
"MANUFACTURING","49 General industrial machinery and equipment","490200","Ball and roller bearings",,"3562",,"3562","1"
"MANUFACTURING","49 General industrial machinery and equipment","490300","Blowers and fans",,"3564",,"3564","1"
"MANUFACTURING","49 General industrial machinery and equipment","490500","Mechanical power transmission equipment",,"3566, 3568",,"3566","1"
"MANUFACTURING","49 General industrial machinery and equipment","490500","Mechanical power transmission equipment",,"3566, 3568",,"3568","1"
"MANUFACTURING","49 General industrial machinery and equipment","490600","Industrial process furnaces and ovens",,"3567",,"3567","1"
"MANUFACTURING","49 General industrial machinery and equipment","490700","General industrial machinery and equipment, n.e.c.",,"3569",,"3569","1"
"MANUFACTURING","49 General industrial machinery and equipment","490800","Packaging machinery",,"3565",,"3565","1"
"MANUFACTURING","50 Miscellaneous machinery, except electrical","500100","Carburetors, pistons, rings, and valves",,"3592",,"3592","1"
"MANUFACTURING","50 Miscellaneous machinery, except electrical","500200","Fluid power equipment",,"3593-4",,"3593","1"
"MANUFACTURING","50 Miscellaneous machinery, except electrical","500200","Fluid power equipment",,"3593-4",,"3594","1"
"MANUFACTURING","50 Miscellaneous machinery, except electrical","500300","Scales and balances, except laboratory",,"3596",,"3596","1"
"MANUFACTURING","50 Miscellaneous machinery, except electrical","500400","Industrial and commercial machinery and equipment, n.e.c.",,"3599",,"3599","1"
"MANUFACTURING","51 Computer and office equipment","510102","Calculating and accounting machines",,"3578",,"3578","1"
"MANUFACTURING","51 Computer and office equipment","510103","Electronic computers",,"3571",,"3571","1"
"MANUFACTURING","51 Computer and office equipment","510104","Computer peripheral equipment",,"3572, 3575, 3577",,"3572","1"
"MANUFACTURING","51 Computer and office equipment","510104","Computer peripheral equipment",,"3572, 3575, 3577",,"3575","1"
"MANUFACTURING","51 Computer and office equipment","510104","Computer peripheral equipment",,"3572, 3575, 3577",,"3577","1"
"MANUFACTURING","51 Computer and office equipment","510400","Office machines, n.e.c.",,"3579",,"3579","1"
"MANUFACTURING","52 Service industry machinery","520100","Automatic vending machines",,"3581",,"3581","1"
"MANUFACTURING","52 Service industry machinery","520200","Commercial laundry equipment",,"3582",,"3582","1"
"MANUFACTURING","52 Service industry machinery","520300","Refrigeration and heating equipment",,"3585",,"3585","1"
"MANUFACTURING","52 Service industry machinery","520400","Measuring and dispensing pumps",,"3586",,"3586","1"
"MANUFACTURING","52 Service industry machinery","520500","Service industry machinery, n.e.c.",,"3589",,"3589","1"
"MANUFACTURING","53 Electrical industrial equipment and apparatus","530200","Power, distribution, and specialty transformers",,"3612",,"3612","1"
"MANUFACTURING","53 Electrical industrial equipment and apparatus","530300","Switchgear and switchboard apparatus",,"3613",,"3613","1"
"MANUFACTURING","53 Electrical industrial equipment and apparatus","530400","Motors and generators",,"3621",,"3621","1"
"MANUFACTURING","53 Electrical industrial equipment and apparatus","530500","Relays and industrial controls",,"3625",,"3625","1"
"MANUFACTURING","53 Electrical industrial equipment and apparatus","530700","Carbon and graphite products",,"3624",,"3624","1"
"MANUFACTURING","53 Electrical industrial equipment and apparatus","530800","Electrical industrial apparatus, n.e.c.",,"3629",,"3629","1"
"MANUFACTURING","54 Household appliances","540100","Household cooking equipment",,"3631",,"3631","1"
"MANUFACTURING","54 Household appliances","540200","Household refrigerators and freezers",,"3632",,"3632","1"
"MANUFACTURING","54 Household appliances","540300","Household laundry equipment",,"3633",,"3633","1"
"MANUFACTURING","54 Household appliances","540400","Electric housewares and fans",,"3634",,"3634","1"
"MANUFACTURING","54 Household appliances","540500","Household vacuum cleaners",,"3635",,"3635","1"
"MANUFACTURING","54 Household appliances","540700","Household appliances, n.e.c.",,"3639",,"3639","1"
"MANUFACTURING","55 Electric lighting and wiring equipment","550100","Electric lamp bulbs and tubes",,"3641",,"3641","1"
"MANUFACTURING","55 Electric lighting and wiring equipment","550200","Lighting fixtures and equipment",,"3645-8",,"3645","1"
"MANUFACTURING","55 Electric lighting and wiring equipment","550200","Lighting fixtures and equipment",,"3645-8",,"3646","1"
"MANUFACTURING","55 Electric lighting and wiring equipment","550200","Lighting fixtures and equipment",,"3645-8",,"3647","1"
"MANUFACTURING","55 Electric lighting and wiring equipment","550200","Lighting fixtures and equipment",,"3645-8",,"3648","1"
"MANUFACTURING","55 Electric lighting and wiring equipment","550300","Wiring devices",,"3643-4",,"3643","1"
"MANUFACTURING","55 Electric lighting and wiring equipment","550300","Wiring devices",,"3643-4",,"3644","1"
"MANUFACTURING","56 Audio, video, and communication equipment","560100","Household audio and video equipment",,"3651",,"3651","1"
"MANUFACTURING","56 Audio, video, and communication equipment","560200","Prerecorded records and tapes",,"3652",,"3652","1"
"MANUFACTURING","56 Audio, video, and communication equipment","560300","Telephone and telegraph apparatus",,"3661",,"3661","1"
"MANUFACTURING","56 Audio, video, and communication equipment","560500","Communication equipment",,"3663, 3669",,"3663","1"
"MANUFACTURING","56 Audio, video, and communication equipment","560500","Communication equipment",,"3663, 3669",,"3669","1"
"MANUFACTURING","57 Electronic components and accessories","570100","Electron tubes",,"3671",,"3671","1"
"MANUFACTURING","57 Electronic components and accessories","570200","Semiconductors and related devices",,"3674",,"3674","1"
"MANUFACTURING","57 Electronic components and accessories","570300","Other electronic components",,"3672, 3675-9",,"3672","1"
"MANUFACTURING","57 Electronic components and accessories","570300","Other electronic components",,"3672, 3675-9",,"3675","1"
"MANUFACTURING","57 Electronic components and accessories","570300","Other electronic components",,"3672, 3675-9",,"3676","1"
"MANUFACTURING","57 Electronic components and accessories","570300","Other electronic components",,"3672, 3675-9",,"3677","1"
"MANUFACTURING","57 Electronic components and accessories","570300","Other electronic components",,"3672, 3675-9",,"3678","1"
"MANUFACTURING","57 Electronic components and accessories","570300","Other electronic components",,"3672, 3675-9",,"3679","1"
"MANUFACTURING","58 Miscellaneous electrical machinery and supplies","580100","Storage batteries",,"3691",,"3691","1"
"MANUFACTURING","58 Miscellaneous electrical machinery and supplies","580200","Primary batteries, dry and wet",,"3692",,"3692","1"
"MANUFACTURING","58 Miscellaneous electrical machinery and supplies","580400","Electrical equipment for internal combustion engines",,"3694",,"3694","1"
"MANUFACTURING","58 Miscellaneous electrical machinery and supplies","580600","Magnetic and optical recording media",,"3695",,"3695","1"
"MANUFACTURING","58 Miscellaneous electrical machinery and supplies","580700","Electrical machinery, equipment, and supplies, n.e.c.",,"3699",,"3699","1"
"MANUFACTURING","59B Truck and bus bodies, trailers, and motor vehicles parts","590100","Truck and bus bodies",,"3713",,"3713","1"
"MANUFACTURING","59B Truck and bus bodies, trailers, and motor vehicles parts","590200","Truck trailers",,"3715",,"3715","1"
"MANUFACTURING","59A Motor vehicles (passenger cars and trucks)","590301","Motor vehicles and passenger car bodies",,"3711",,"3711","1"
"MANUFACTURING","59B Truck and bus bodies, trailers, and motor vehicles parts","590302","Motor vehicle parts and accessories",,"3714",,"3714","1"
"MANUFACTURING","60 Aircraft and parts","600100","Aircraft",,"3721",,"3721","1"
"MANUFACTURING","60 Aircraft and parts","600200","Aircraft and missile engines and engine parts",,"3724, 3764",,"3724","1"
"MANUFACTURING","60 Aircraft and parts","600200","Aircraft and missile engines and engine parts",,"3724, 3764",,"3764","1"
"MANUFACTURING","60 Aircraft and parts","600400","Aircraft and missile equipment, n.e.c.",,"3728, 3769",,"3728","1"
"MANUFACTURING","60 Aircraft and parts","600400","Aircraft and missile equipment, n.e.c.",,"3728, 3769",,"3769","1"
"MANUFACTURING","61 Other transportation equipment","610100","Ship building and repairing",,"3731",,"3731","1"
"MANUFACTURING","61 Other transportation equipment","610200","Boat building and repairing",,"3732",,"3732","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3740","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3741","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3742","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3743","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3744","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3745","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3746","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3747","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3748","1"
"MANUFACTURING","61 Other transportation equipment","610300","Railroad equipment",,"374",,"3749","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3750","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3751","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3752","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3753","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3754","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3755","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3756","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3757","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3758","1"
"MANUFACTURING","61 Other transportation equipment","610500","Motorcycles, bicycles, and parts",,"375",,"3759","1"
"MANUFACTURING","61 Other transportation equipment","610601","Travel trailers and campers",,"3792",,"3792","1"
"MANUFACTURING","61 Other transportation equipment","610603","Motor homes",,"3716",,"3716","1"
"MANUFACTURING","61 Other transportation equipment","610700","Transportation equipment, n.e.c.",,"3799",,"3799","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3810","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3811","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3812","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3813","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3814","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3815","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3816","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3817","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3818","1"
"MANUFACTURING","62 Scientific and controlling instruments","620101","Search and navigation equipment",,"381",,"3819","1"
"MANUFACTURING","62 Scientific and controlling instruments","620102","Laboratory apparatus and furniture",,"3821",,"3821","1"
"MANUFACTURING","62 Scientific and controlling instruments","620200","Mechanical measuring devices",,"3823-4, 3829",,"3823","1"
"MANUFACTURING","62 Scientific and controlling instruments","620200","Mechanical measuring devices",,"3823-4, 3829",,"3824","1"
"MANUFACTURING","62 Scientific and controlling instruments","620200","Mechanical measuring devices",,"3823-4, 3829",,"3829","1"
"MANUFACTURING","62 Scientific and controlling instruments","620300","Environmental controls",,"3822",,"3822","1"
"MANUFACTURING","62 Scientific and controlling instruments","620400","Surgical and medical instruments and apparatus",,"3841",,"3841","1"
"MANUFACTURING","62 Scientific and controlling instruments","620500","Surgical appliances and supplies",,"3842",,"3842","1"
"MANUFACTURING","62 Scientific and controlling instruments","620600","Dental equipment and supplies",,"3843",,"3843","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3870","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3871","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3872","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3873","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3874","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3875","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3876","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3877","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3878","1"
"MANUFACTURING","62 Scientific and controlling instruments","620700","Watches, clocks, watchcases, and parts",,"387",,"3879","1"
"MANUFACTURING","62 Scientific and controlling instruments","620800","X-ray apparatus and tubes",,"3844",,"3844","1"
"MANUFACTURING","62 Scientific and controlling instruments","620900","Electromedical and electrotherapeutic apparatus",,"3845",,"3845","1"
"MANUFACTURING","62 Scientific and controlling instruments","621000","Laboratory and optical instruments",,"3826-7",,"3826","1"
"MANUFACTURING","62 Scientific and controlling instruments","621000","Laboratory and optical instruments",,"3826-7",,"3827","1"
"MANUFACTURING","62 Scientific and controlling instruments","621100","Instruments to measure electricity",,"3825",,"3825","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3850","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3851","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3852","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3853","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3854","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3855","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3856","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3857","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3858","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630200","Ophthalmic goods",,"385",,"3859","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3860","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3861","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3862","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3863","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3864","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3865","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3866","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3867","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3868","1"
"MANUFACTURING","63 Ophthalmic and photographic equipment","630300","Photographic equipment and supplies",,"386",,"3869","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640101","Jewelry, precious metal",,"3911",,"3911","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640102","Jewelers' materials and lapidary work",,"3915",,"3915","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640104","Silverware and plated ware",,"3914",,"3914","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640105","Costume jewelry",,"3961",,"3961","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3930","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3931","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3932","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3933","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3934","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3935","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3936","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3937","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3938","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640200","Musical instruments",,"393",,"3939","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640301","Games, toys, and children's vehicles",,"3944",,"3944","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640302","Dolls and stuffed toys",,"3942",,"3942","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640400","Sporting and athletic goods, n.e.c.",,"3949",,"3949","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640501","Pens, mechanical pencils, and parts",,"3951",,"3951","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640502","Lead pencils and art goods",,"3952",,"3952","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640503","Marking devices",,"3953",,"3953","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640504","Carbon paper and inked ribbons",,"3955",,"3955","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640700","Fasteners, buttons, needles, and pins",,"3965",,"3965","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640800","Brooms and brushes",,"3991",,"3991","1"
"MANUFACTURING","64 Miscellaneous manufacturing","640900","Hard surface floor coverings, n.e.c.",,"3996",,"3996","1"
"MANUFACTURING","64 Miscellaneous manufacturing","641000","Burial caskets",,"3995",,"3995","1"
"MANUFACTURING","64 Miscellaneous manufacturing","641100","Signs and advertising specialties",,"3993",,"3993","1"
"MANUFACTURING","64 Miscellaneous manufacturing","641200","Manufacturing industries, n.e.c.",,"3999",,"3999","2"
"TRANSPORTATION, COMMUNICATIONS, AND UTILITIES","65A Railroads and related services; passenger ground transportation","650100","Railroads and related services",,"40, 474, 4789",,"4000","1"
"TRANSPORTATION, COMMUNICATIONS, AND UTILITIES","65A Railroads and related services; passenger ground transportation","650100","Railroads and related services",,"40, 474, 4789",,"4001","1"
