"source","destination","flow"
"700400","970000",1709.7
"700500","970000",0
"710100","970000",0
"710201","970000",696
"710202","970000",0
"720100","970000",254.2
"720201","970000",-2.9
"720202","970000",0
"720203","970000",0
"720204","970000",56.5
"720205","970000",6.6
"720300","970000",0
"730101","970000",428.8
"730102","970000",253.8
"730103","970000",221.7
"730104","970000",1300.3
"730105","970000",3520.4
"730106","970000",175
"730107","970000",327.3
"730108","970000",0
"730109","970000",36.1
"730200","970000",5.4
"730301","970000",503
"730302","970000",84.6
"730303","970000",-49.6
"740000","970000",768.2
"750001","970000",71.9
"750002","970000",18.9
"750003","970000",0.7
"760101","970000",59.1
"760102","970000",0
"760201","970000",0
"760202","970000",0
"760203","970000",0
"760204","970000",0
"760205","970000",1.1
"760206","970000",118.6
"770100","970000",249.9
"770200","970000",504.4
"770301","970000",211.1
"770302","970000",0
"770401","970000",0
"770402","970000",6009.7
"770403","970000",13.2
"770501","970000",17.6
"770502","970000",0
"770503","970000",0
"770504","970000",61.8
"770600","970000",96.9
"770700","970000",0
"770800","970000",0
"770900","970000",0
"780100","970000",552.6
"780500","970000",-455.4
"790300","970000",30.9
"800000","970000",1442.7
"810001","970000",-21.6
"810002","970000",800
"820000","970000",42382.5
"830001","970000",-356.4
"840000","970000",0
"850000","970000",0
"880000","970000",0
"890000","970000",0
"900000","970000",0
"010100","980001",0
"010200","980001",17.7
"010301","980001",0
"010302","980001",0
"020100","980001",0
"020201","980001",0
"020202","980001",24.6
"020203","980001",5.2
"020300","980001",0
"020401","980001",14.5
"020402","980001",0
"020501","980001",149.7
"020502","980001",0
"020503","980001",0
"020600","980001",0
"020702","980001",0
"030001","980001",0
"030002","980001",3.8
"040001","980001",0
"040002","980001",173.3
"050000","980001",0
"060100","980001",0
"060200","980001",0
"070000","980001",12
"080000","980001",0
"090001","980001",0
"090002","980001",0
"090003","980001",0
"090004","980001",0
"100000","980001",0
"110101","980001",0
"110102","980001",0
"110103","980001",0
"110104","980001",0
"110105","980001",0
"110106","980001",0
"110107","980001",0
"110201","980001",0
"110202","980001",0
"110203","980001",0
"110204","980001",0
"110205","980001",0
"110206","980001",0
"110207","980001",7010
"110231","980001",0
"110232","980001",0
"110241","980001",0
"110250","980001",0
"110301","980001",0
"110302","980001",0
"110303","980001",0
"110304","980001",36
"110305","980001",0
"110306","980001",51
"110307","980001",303
"110308","980001",0
"110400","980001",0
"110501","980001",0
"110502","980001",0
"110601","980001",0
"110602","980001",0
"110603","980001",0
"110701","980001",0
"110702","980001",0
"110703","980001",0
"110704","980001",0
"120100","980001",0
"120201","980001",4531
"120202","980001",0
"120203","980001",0
"120204","980001",0
"120205","980001",0
"120206","980001",0
"120207","980001",0
"120208","980001",0
"120209","980001",0
"120210","980001",0
"120211","980001",0
"120212","980001",0
"120213","980001",0
"120214","980001",0
"120215","980001",0
"120216","980001",0
"130100","980001",0
"130200","980001",0
"130300","980001",0
"130500","980001",0.3
"130600","980001",0
"130700","980001",0
"140101","980001",373.4
"140102","980001",267.4
"140105","980001",32.3
"140200","980001",1.3
"140300","980001",18.3
"140400","980001",4
"140500","980001",150.4
"140600","980001",1055.8
"140700","980001",57.8
"140800","980001",60.7
"140900","980001",266.4
"141000","980001",17.1
"141100","980001",52.5
"141200","980001",74.7
"141301","980001",11.9
"141302","980001",1.3
"141401","980001",1.5
"141402","980001",3.2
"141403","980001",6.5
"141501","980001",0
"141502","980001",0
"141600","980001",0.3
"141700","980001",0
"141801","980001",323
"141802","980001",15.2
"141803","980001",0.4
"141900","980001",38.6
"142001","980001",6.1
"142002","980001",7.2
"142003","980001",0
"142004","980001",1.9
"142101","980001",0
"142102","980001",0
"142103","980001",0.3
"142104","980001",0.3
"142200","980001",30.2
"142300","980001",0
"142400","980001",0
"142500","980001",0
"142600","980001",0
"142700","980001",0
"142800","980001",0
"142900","980001",7.8
"143000","980001",0
"143100","980001",10.2
"143201","980001",0
"143202","980001",47.1
"150101","980001",0
"150102","980001",0
"150103","980001",0
"150200","980001",0
"160100","980001",56.2
"160200","980001",0
"160300","980001",0
"160400","980001",0
"170100","980001",1.5
"170600","980001",0
"170700","980001",0
"170900","980001",2.8
"171001","980001",0.8
"171100","980001",0
"180101","980001",0
"180102","980001",0
"180300","980001",0
"180400","980001",10.6
"190100","980001",1.5
"190200","980001",38.4
"190301","980001",0
"190302","980001",1
"190303","980001",0
"190304","980001",0
"190305","980001",0
"190306","980001",35.4
"200100","980001",0
"200200","980001",36.5
"200300","980001",0
"200400","980001",0
"200501","980001",0
"200502","980001",0
"200600","980001",0
"200701","980001",0
"200702","980001",0
"200703","980001",1.5
"200800","980001",0
"200901","980001",2.7
"200903","980001",4.5
"200904","980001",3.4
"210000","980001",0
"220101","980001",17.9
"220102","980001",0
"220103","980001",0
"220200","980001",1.1
"220300","980001",8.2
"220400","980001",3.8
"230100","980001",43.5
"230200","980001",133.2
"230300","980001",182.3
"230400","980001",11.8
"230500","980001",28.5
"230600","980001",0.2
"230700","980001",1
"240100","980001",0
"240400","980001",84.8
"240500","980001",156.3
"240701","980001",88.2
"240702","980001",0.7
"240703","980001",40.6
"240705","980001",2.2
"240706","980001",27.5
"240800","980001",359.9
"250000","980001",3.4
"260100","980001",7.2
"260200","980001",68.3
"260301","980001",1459
"260302","980001",73.1
"260400","980001",174
"260501","980001",202.5
"260601","980001",294.4
"260602","980001",43.2
"260700","980001",0
"260802","980001",204
"260803","980001",6.9
"260806","980001",3.3
"270100","980001",238.9
"270201","980001",3.9
"270300","980001",56.1
"270401","980001",0
"270402","980001",0.9
"270403","980001",0
"270404","980001",11.5
"270405","980001",0
"270406","980001",8.2
"280100","980001",0.7
"280200","980001",0
"280300","980001",0
"280400","980001",0
"290100","980001",13
"290201","980001",19.2
"290202","980001",2.3
"290203","980001",0
"290300","980001",0
"300000","980001",227.5
"310101","980001",2238.5
"310102","980001",45.1
"310103","980001",0
"310200","980001",0
"310300","980001",0
"320100","980001",18.2
"320200","980001",1.5
"320300","980001",5.3
"320400","980001",17.5
"320500","980001",8
"320600","980001",3.2
"330001","980001",0
"340100","980001",0
"340201","980001",0
"340202","980001",0
"340301","980001",0
"340302","980001",0
"340303","980001",0
"340304","980001",0
"340305","980001",0
"350100","980001",9
"350200","980001",0
"360100","980001",0
"360200","980001",0
"360300","980001",0
"360400","980001",0
"360500","980001",0
"360600","980001",0
"360701","980001",15.5
"360702","980001",1.7
"360800","980001",0
"360900","980001",2.6
"361000","980001",0
"361100","980001",0
"361200","980001",0
"361300","980001",0
"361400","980001",0
"361500","980001",9
"361600","980001",8.1
"361700","980001",0
"361900","980001",0
"362000","980001",0
"362100","980001",0
"362200","980001",0
"370101","980001",0
"370102","980001",0
"370103","980001",0.6
"370200","980001",0
"370300","980001",0
"370401","980001",0
"370402","980001",0
"380100","980001",0
"380400","980001",0
"380501","980001",0
"380700","980001",0
"380800","980001",0
"380900","980001",0
"381000","980001",0
"381100","980001",2.7
"381200","980001",0
"381300","980001",0
"381400","980001",0
"390100","980001",3.9
"390200","980001",0
"400100","980001",0
"400200","980001",0
"400300","980001",0
"400400","980001",0
"400500","980001",0
"400600","980001",0
"400700","980001",0
"400800","980001",0
"400901","980001",0
"400902","980001",0
"410100","980001",5.4
"410201","980001",158.5
"410202","980001",1.4
"410203","980001",9.6
"420100","980001",4.3
"420201","980001",26.6
"420202","980001",9.7
"420300","980001",4.2
"420401","980001",0
"420402","980001",0
"420500","980001",0.5
"420700","980001",0.9
"420800","980001",0
"421000","980001",0
"421100","980001",7.8
"430100","980001",0
"430200","980001",0
"440001","980001",3.3
"440002","980001",0.9
"450100","980001",0
"450200","980001",0
"450300","980001",0
"460100","980001",0
"460200","980001",0
"460300","980001",0
"460400","980001",1.8
"470100","980001",44.8
"470200","980001",0
"470300","980001",9.7
"470401","980001",20.6
"470402","980001",0
"470404","980001",2.1
"470405","980001",0
"470500","980001",0
"480100","980001",0
"480200","980001",0
"480300","980001",16.5
"480400","980001",0
"480500","980001",11.4
"480600","980001",0
"490100","980001",0
"490200","980001",0
"490300","980001",0
"490500","980001",0
"490600","980001",0
"490700","980001",0
"490800","980001",0
"500100","980001",7.9
"500200","980001",0
"500300","980001",6.7
"500400","980001",16.6
"510102","980001",62.3
"510103","980001",203.6
"510104","980001",139.8
"510400","980001",188.2
"520100","980001",0
"520200","980001",0
"520300","980001",197.2
"520400","980001",0
"520500","980001",134.6
"530200","980001",0
"530300","980001",0
"530400","980001",34.1
"530500","980001",2.3
"530700","980001",0
"530800","980001",5.1
"540100","980001",7.4
"540200","980001",12.6
"540300","980001",0.2
"540400","980001",17
"540500","980001",2.6
"540700","980001",1.3
"550100","980001",179.6
"550200","980001",51.2
"550300","980001",0
"560100","980001",46.3
"560200","980001",5.1
"560300","980001",50.5
"560500","980001",0
"570100","980001",5.4
"570200","980001",10.9
"570300","980001",11.5
"580100","980001",8
"580200","980001",0
"580400","980001",9.1
"580600","980001",0.4
"580700","980001",2
"590100","980001",0
"590200","980001",0
"590301","980001",1205.7
"590302","980001",262.6
"600100","980001",0
"600200","980001",0
"600400","980001",0
"610100","980001",0
"610200","980001",15.6
"610300","980001",0
"610500","980001",0
"610601","980001",0
"610603","980001",0
"610700","980001",34.7
"620101","980001",0
"620102","980001",16.2
"620200","980001",20
"620300","980001",0
"620400","980001",0
"620500","980001",14.3
"620600","980001",0
"620700","980001",1.3
"620800","980001",0.3
"620900","980001",0.9
"621000","980001",54.7
"621100","980001",1
"630200","980001",0.4
"630300","980001",392.9
"640101","980001",0
"640102","980001",0
"640104","980001",6
"640105","980001",0
"640200","980001",121.2
"640301","980001",34.8
"640302","980001",0
"640400","980001",361
"640501","980001",15.5
"640502","980001",9.8
"640503","980001",19.8
"640504","980001",43.3
"640700","980001",0.7
"640800","980001",44.1
"640900","980001",0
"641000","980001",0
"641100","980001",0
"641200","980001",297
"650100","980001",77
"650200","980001",2123.5
"650300","980001",724
"650400","980001",22.1
"650500","980001",237.6
"650600","980001",22.5
"650701","980001",0
"650702","980001",1.6
"660000","980001",1253.2
"670000","980001",0
"680100","980001",2960.6
"680200","980001",398.3
"680301","980001",540.7
"680302","980001",115.5
"690100","980001",2391.9
"690200","980001",113
"700100","980001",0
"700200","980001",0
"700300","980001",0
"700400","980001",580.8
"700500","980001",0
"710100","980001",0
"710201","980001",284.6
"710202","980001",0
"720100","980001",605.5
"720201","980001",127.5
"720202","980001",0
"720203","980001",0
"720204","980001",53.9
"720205","980001",0
"720300","980001",0
"730101","980001",94.4
"730102","980001",422.2
"730103","980001",289.4
"730104","980001",327.8
"730105","980001",702.9
"730106","980001",86.4
"730107","980001",23.9
"730108","980001",0
"730109","980001",174.4
"730200","980001",0
"730301","980001",373.3
"730302","980001",6
"730303","980001",807.6
"740000","980001",-2629.8
"750001","980001",191.6
"750002","980001",495.2
"750003","980001",1.5
"760101","980001",19.2
"760102","980001",0
"760201","980001",1.6
"760202","980001",0
"760203","980001",0
"760204","980001",0
"760205","980001",0
"760206","980001",0
"770100","980001",0
"770200","980001",0
"770301","980001",0
"770302","980001",0
"770401","980001",-1832.3
"770402","980001",327.8
"770403","980001",1.6
"770501","980001",0.7
"770502","980001",0
"770503","980001",0
"770504","980001",0
"770600","980001",0
"770700","980001",0
"770800","980001",0
"770900","980001",0
"780100","980001",51
"780500","980001",0
"790300","980001",154.4
"800000","980001",7
"810001","980001",0
"810002","980001",424.5
"820000","980001",128140
"830001","980001",0
"840000","980001",0
"850000","980001",0
"880000","980001",0
"890000","980001",0
"900000","980001",0
"010100","980002",0
"010200","980002",12.6
"010301","980002",0
"010302","980002",0
"020100","980002",0
"020201","980002",0
"020202","980002",1.7
"020203","980002",2.2
"020300","980002",0
"020401","980002",5.5
"020402","980002",0
"020501","980002",16.2
"020502","980002",0
"020503","980002",0
"020600","980002",0
"020702","980002",0
"030001","980002",0
"030002","980002",2.6
"040001","980002",0
"040002","980002",108.8
"050000","980002",0
"060100","980002",0
"060200","980002",0
"070000","980002",8.9
"080000","980002",0
"090001","980002",0
"090002","980002",0
"090003","980002",0
"090004","980002",0
"100000","980002",0
"110101","980002",0
"110102","980002",29.2
"110103","980002",0
"110104","980002",0
"110105","980002",0
"110106","980002",0
"110107","980002",181.8
"110201","980002",0
"110202","980002",0
"110203","980002",0
"110204","980002",0
"110205","980002",0
"110206","980002",0
"110207","980002",1939
"110231","980002",0
"110232","980002",0
"110241","980002",0
"110250","980002",0
"110301","980002",0
"110302","980002",0
"110303","980002",0
"110304","980002",12
"110305","980002",0
"110306","980002",16
"110307","980002",94
"110308","980002",0
"110400","980002",0
"110501","980002",0
"110502","980002",0
"110601","980002",0
"110602","980002",0
"110603","980002",0
"110701","980002",0
"110702","980002",0
"110703","980002",0
"110704","980002",167
"120100","980002",0
"120201","980002",1249.5
"120202","980002",0
"120203","980002",0
"120204","980002",0
"120205","980002",0
"120206","980002",0
"120207","980002",0
"120208","980002",0
"120209","980002",0
"120210","980002",0
"120211","980002",0
"120212","980002",0
"120213","980002",0
"120214","980002",0
"120215","980002",0
"120216","980002",0
"130100","980002",0
"130200","980002",0
"130300","980002",0
"130500","980002",0.2
"130600","980002",0
"130700","980002",0
"140101","980002",145.7
"140102","980002",54.9
"140105","980002",24.8
"140200","980002",8.2
"140300","980002",15.2
"140400","980002",11.5
"140500","980002",32.9
"140600","980002",73.5
"140700","980002",7.7
"140800","980002",5.6
"140900","980002",51.1
"141000","980002",9.6
"141100","980002",10.8
"141200","980002",30.1
"141301","980002",25.7
"141302","980002",0.4
"141401","980002",2.9
"141402","980002",6.6
"141403","980002",11
"141501","980002",0
"141502","980002",1.8
"141600","980002",0.9
"141700","980002",0.1
"141801","980002",55.6
"141802","980002",9.9
"141803","980002",0.1
"141900","980002",5.7
"142001","980002",21
"142002","980002",1.2
"142003","980002",0
"142004","980002",6.2
"142101","980002",58.6
"142102","980002",0
"142103","980002",0.5
"142104","980002",0.6
"142200","980002",1.2
"142300","980002",11.8
"142400","980002",0
"142500","980002",0
"142600","980002",0
"142700","980002",0
"142800","980002",11.5
"142900","980002",16.4
"143000","980002",0
"143100","980002",0.9
"143201","980002",-0.9
"143202","980002",34.3
"150101","980002",-0.5
"150102","980002",0
"150103","980002",0
"150200","980002",0
"160100","980002",0
"160200","980002",0
"160300","980002",0
"160400","980002",0
"170100","980002",1.1
"170600","980002",0
"170700","980002",0
"170900","980002",0.4
"171001","980002",1
"171100","980002",0
"180101","980002",0
"180102","980002",0
"180300","980002",0
"180400","980002",3.6
"190100","980002",1.2
"190200","980002",1.8
"190301","980002",0
"190302","980002",0.6
"190303","980002",0
"190304","980002",0
"190305","980002",0
"190306","980002",3.4
"200100","980002",0
"200200","980002",0
"200300","980002",0
"200400","980002",0
"200501","980002",0
"200502","980002",0
"200600","980002",0
"200701","980002",0
"200702","980002",0
"200703","980002",1.8
"200800","980002",0
"200901","980002",1
"200903","980002",4.6
"200904","980002",0.8
"210000","980002",0
"220101","980002",23.9
"220102","980002",0.4
"220103","980002",0
"220200","980002",1.4
"220300","980002",7.8
"220400","980002",41
"230100","980002",27
"230200","980002",170
"230300","980002",70.1
"230400","980002",8.1
"230500","980002",20.5
"230600","980002",32.5
"230700","980002",18.3
"240100","980002",0
"240400","980002",46.6
"240500","980002",26.6
"240701","980002",78.4
"240702","980002",9.4
"240703","980002",22.9
"240705","980002",29.2
"240706","980002",40.4
"240800","980002",30.9
"250000","980002",28.6
"260100","980002",0.7
"260200","980002",150.9
"260301","980002",-169.1
"260302","980002",54.4
"260400","980002",34.7
"260501","980002",302
"260601","980002",168.9
"260602","980002",24.8
"260700","980002",1.2
"260802","980002",58.9
"260803","980002",4.3
"260806","980002",23.4
"270100","980002",214.3
"270201","980002",23
"270300","980002",26.9
"270401","980002",0
"270402","980002",6
"270403","980002",0
"270404","980002",9.5
"270405","980002",0
"270406","980002",11.8
"280100","980002",0
"280200","980002",0
"280300","980002",0
"280400","980002",0
"290100","980002",16.7
"290201","980002",63.3
"290202","980002",10.6
"290203","980002",0
"290300","980002",0.1
"300000","980002",0.9
"310101","980002",1384.3
"310102","980002",22.7
"310103","980002",0
"310200","980002",0
"310300","980002",0
"320100","980002",4.3
"320200","980002",0
"320300","980002",7.3
"320400","980002",17.1
"320500","980002",0.3
"320600","980002",0.6
"330001","980002",0
"340100","980002",0
"340201","980002",0
"340202","980002",0
"340301","980002",0
"340302","980002",0.4
"340303","980002",0
"340304","980002",0
"340305","980002",0
"350100","980002",56.1
"350200","980002",0
"360100","980002",0
"360200","980002",0
"360300","980002",0
"360400","980002",0
"360500","980002",0
"360600","980002",0
"360701","980002",8.4
"360702","980002",0
"360800","980002",0
"360900","980002",0.8
"361000","980002",0
"361100","980002",0
"361200","980002",0
"361300","980002",0
"361400","980002",0.7
"361500","980002",0
"361600","980002",17.9
"361700","980002",0
"361900","980002",0
"362000","980002",0
"362100","980002",0
"362200","980002",0
"370101","980002",0
"370102","980002",0
"370103","980002",3.8
"370200","980002",0
"370300","980002",0
"370401","980002",0.3
"370402","980002",0
"380100","980002",0
"380400","980002",0
"380501","980002",0
"380700","980002",0
"380800","980002",0
"380900","980002",0
"381000","980002",0
"381100","980002",0.9
"381200","980002",0
"381300","980002",0
"381400","980002",0
"390100","980002",0
"390200","980002",0
"400100","980002",0
"400200","980002",0
"400300","980002",0
"400400","980002",0
"400500","980002",0
"400600","980002",0
"400700","980002",0
"400800","980002",0
"400901","980002",0
"400902","980002",0
"410100","980002",3.8
"410201","980002",18
"410202","980002",1.1
"410203","980002",8.2
"420100","980002",3.9
"420201","980002",12.3
"420202","980002",1.7
"420300","980002",0.7
"420401","980002",0
"420402","980002",0
"420500","980002",8.1
"420700","980002",0.1
"420800","980002",0
"421000","980002",0
"421100","980002",29.5
"430100","980002",0
"430200","980002",0
"440001","980002",72.8
"440002","980002",6.6
"450100","980002",0
"450200","980002",0
"450300","980002",0
"460100","980002",0
"460200","980002",0
"460300","980002",0
"460400","980002",2.2
"470100","980002",28.7
"470200","980002",1.8
"470300","980002",10.4
"470401","980002",4.4
"470402","980002",0
"470404","980002",9.2
"470405","980002",0
"470500","980002",0
"480100","980002",1.6
"480200","980002",0
"480300","980002",13.6
"480400","980002",0
"480500","980002",26.1
"480600","980002",0
"490100","980002",0
"490200","980002",0
"490300","980002",0
"490500","980002",0
"490600","980002",0
"490700","980002",0.3
"490800","980002",0
"500100","980002",2.7
"500200","980002",0
"500300","980002",2.2
"500400","980002",76.9
"510102","980002",50.6
"510103","980002",202.7
"510104","980002",157.1
"510400","980002",132.2
"520100","980002",0
"520200","980002",37.4
"520300","980002",5.3
"520400","980002",0
"520500","980002",100
"530200","980002",0.5
"530300","980002",8.9
"530400","980002",56
"530500","980002",24.6
"530700","980002",0
"530800","980002",8.9
"540100","980002",5.2
"540200","980002",6.4
"540300","980002",18
"540400","980002",28.1
"540500","980002",0.4
"540700","980002",0.8
"550100","980002",26.4
"550200","980002",22.6
"550300","980002",0
"560100","980002",46.5
"560200","980002",5.2
"560300","980002",42.9
"560500","980002",125.1
"570100","980002",0
"570200","980002",0
"570300","980002",52.7
"580100","980002",1
"580200","980002",0.7
"580400","980002",2
"580600","980002",1.2
"580700","980002",43.5
"590100","980002",0
"590200","980002",0
"590301","980002",65.8
"590302","980002",25.2
"600100","980002",0
"600200","980002",0
"600400","980002",0
"610100","980002",0
"610200","980002",16
"610300","980002",0
"610500","980002",0
"610601","980002",0
"610603","980002",0
"610700","980002",25.5
"620101","980002",237.5
"620102","980002",32
"620200","980002",48.4
"620300","980002",0
"620400","980002",23.9
"620500","980002",1.9
"620600","980002",0
"620700","980002",9.9
"620800","980002",4.1
"620900","980002",9.9
"621000","980002",13.2
"621100","980002",13.8
"630200","980002",0.2
"630300","980002",585
"640101","980002",2.1
"640102","980002",0
"640104","980002",5.4
"640105","980002",0
"640200","980002",17.1
"640301","980002",29.1
"640302","980002",0
"640400","980002",46.9
"640501","980002",8
"640502","980002",8.3
"640503","980002",11
"640504","980002",50.2
"640700","980002",0.6
"640800","980002",6.3
"640900","980002",0
"641000","980002",0
"641100","980002",0
"641200","980002",28.9
"650100","980002",31
"650200","980002",15.1
"650300","980002",116.8
"650400","980002",11.3
"650500","980002",673.7
"650600","980002",13.9
"650701","980002",0
"650702","980002",0
"660000","980002",591.7
"670000","980002",0
"680100","980002",1241.4
"680200","980002",173.3
"680301","980002",189.8
"680302","980002",71
"690100","980002",1342.6
"690200","980002",-156.8
"700100","980002",0
"700200","980002",0
"700300","980002",0
"700400","980002",85.1
"700500","980002",0
"710100","980002",0
"710201","980002",220.2
"710202","980002",0
"720100","980002",-1960.6
"720201","980002",97.1
"720202","980002",0
"720203","980002",0
"720204","980002",23
"720205","980002",-1.5
"720300","980002",0
"730101","980002",56
"730102","980002",230.1
"730103","980002",134.4
"730104","980002",983.3
"730105","980002",886.9
"730106","980002",393.5
"730107","980002",169
"730108","980002",-0.8
"730109","980002",144.2
"730200","980002",320.1
"730301","980002",232.1
"730302","980002",44.5
"730303","980002",241.2
"740000","980002",-2955.1
"750001","980002",65.8
"750002","980002",40.2
"750003","980002",0.5
"760101","980002",11.7
"760102","980002",0
"760201","980002",5
"760202","980002",0
"760203","980002",0
"760204","980002",0
"760205","980002",1.3
"760206","980002",148.4
"770100","980002",0
"770200","980002",-9.9
"770301","980002",0
"770302","980002",0
"770401","980002",0
"770402","980002",-14207.4
"770403","980002",0
"770501","980002",86.1
"770502","980002",0
"770503","980002",0
"770504","980002",0
"770600","980002",0
"770700","980002",0
"770800","980002",0
"770900","980002",0
"780100","980002",40.4
"780500","980002",0
"790300","980002",15.5
"800000","980002",7.2
"810001","980002",0
"810002","980002",245.9
"820000","980002",40370.1
"830001","980002",0
"840000","980002",0
"850000","980002",0
"880000","980002",0
"890000","980002",0
"900000","980002",0
"010100","980003",0
"010200","980003",0
"010301","980003",0
"010302","980003",0
"020100","980003",0
"020201","980003",0
"020202","980003",0
"020203","980003",0
"020300","980003",0
"020401","980003",0
"020402","980003",0
"020501","980003",0
"020502","980003",0
"020503","980003",0
"020600","980003",0
"020702","980003",0
"030001","980003",0
"030002","980003",0
"040001","980003",0
"040002","980003",2.1
"050000","980003",0
"060100","980003",0
"060200","980003",0
"070000","980003",0.5
"080000","980003",0
"090001","980003",0
"090002","980003",0
"090003","980003",0
"090004","980003",0
"100000","980003",0
"110101","980003",0
"110102","980003",0
"110103","980003",0
"110104","980003",0
"110105","980003",0
"110106","980003",0
"110107","980003",0
"110201","980003",0
"110202","980003",0
"110203","980003",0
"110204","980003",0
"110205","980003",0
"110206","980003",0
"110207","980003",252
"110231","980003",0
"110232","980003",0
"110241","980003",0
"110250","980003",0
"110301","980003",0
"110302","980003",0
"110303","980003",0
"110304","980003",0
"110305","980003",0
"110306","980003",0
"110307","980003",0
"110308","980003",0
"110400","980003",0
"110501","980003",0
"110502","980003",0
"110601","980003",0
"110602","980003",0
"110603","980003",0
"110701","980003",0
"110702","980003",0
"110703","980003",0
"110704","980003",0
"120100","980003",0
"120201","980003",131.9
"120202","980003",0
"120203","980003",0
"120204","980003",0
"120205","980003",0
"120206","980003",0
"120207","980003",0
"120208","980003",0
"120209","980003",0
"120210","980003",0
"120211","980003",0
"120212","980003",0
"120213","980003",0
"120214","980003",0
"120215","980003",0
"120216","980003",0
"130100","980003",0
"130200","980003",0
"130300","980003",0
"130500","980003",0
"130600","980003",0
"130700","980003",0
"140101","980003",3.1
"140102","980003",3.7
"140105","980003",1.4
"140200","980003",3.1
"140300","980003",0.1
"140400","980003",0
"140500","980003",0.1
"140600","980003",4.5
"140700","980003",0
"140800","980003",0
"140900","980003",0
"141000","980003",0.4
"141100","980003",0.1
"141200","980003",0
"141301","980003",0.6
"141302","980003",0
"141401","980003",0
"141402","980003",0
"141403","980003",0.3
"141501","980003",0
"141502","980003",0
"141600","980003",0.3
"141700","980003",0
"141801","980003",7
"141802","980003",0.3
"141803","980003",0
"141900","980003",0
"142001","980003",0.1
"142002","980003",0
"142003","980003",0
"142004","980003",0
"142101","980003",0
"142102","980003",0
"142103","980003",0
"142104","980003",0
"142200","980003",0
"142300","980003",0
"142400","980003",0
"142500","980003",0
"142600","980003",0
"142700","980003",0
"142800","980003",0
"142900","980003",0.1
"143000","980003",0
"143100","980003",0.1
"143201","980003",0
"143202","980003",3.3
"150101","980003",0
"150102","980003",0
"150103","980003",0
"150200","980003",0
"160100","980003",2
"160200","980003",0
"160300","980003",0
"160400","980003",0
"170100","980003",0
"170600","980003",0
"170700","980003",0
"170900","980003",0.3
"171001","980003",0
"171100","980003",0
"180101","980003",0
"180102","980003",0
"180300","980003",0
"180400","980003",0.6
"190100","980003",1.1
"190200","980003",9.5
"190301","980003",0
"190302","980003",0
"190303","980003",0
"190304","980003",0
"190305","980003",0
"190306","980003",0.6
"200100","980003",0
"200200","980003",0
"200300","980003",0
"200400","980003",0
"200501","980003",0
"200502","980003",0
"200600","980003",0
"200701","980003",0
"200702","980003",0
"200703","980003",1.1
"200800","980003",0
"200901","980003",0
"200903","980003",0.4
"200904","980003",0.3
"210000","980003",0
"220101","980003",4.5
"220102","980003",0
"220103","980003",0
"220200","980003",1.2
"220300","980003",1.1
"220400","980003",6.5
"230100","980003",28.2
"230200","980003",15.1
"230300","980003",14.4
"230400","980003",21.1
"230500","980003",45.7
"230600","980003",0
"230700","980003",1.2
"240100","980003",0
"240400","980003",4.2
"240500","980003",2.5
"240701","980003",17.7
"240702","980003",0.3
"240703","980003",4.3
"240705","980003",6.1
"240706","980003",4.4
"240800","980003",98.7
"250000","980003",0.3
"260100","980003",45.5
"260200","980003",29
"260301","980003",316.5
"260302","980003",23.6
"260400","980003",69.3
"260501","980003",2.3
"260601","980003",15.9
"260602","980003",2.2
"260700","980003",0
"260802","980003",3.5
"260803","980003",0
"260806","980003",6.2
"270100","980003",64.1
"270201","980003",0
"270300","980003",0.7
"270401","980003",0
"270402","980003",1.7
"270403","980003",0
"270404","980003",0
"270405","980003",0
"270406","980003",0.4
"280100","980003",0
"280200","980003",0
"280300","980003",0
"280400","980003",0
"290100","980003",56.7
"290201","980003",3.1
"290202","980003",0
"290203","980003",20
"290300","980003",0
"300000","980003",0
"310101","980003",95.7
"310102","980003",2.7
"310103","980003",0
"310200","980003",0
"310300","980003",0
"320100","980003",1.4
"320200","980003",0
"320300","980003",1.5
"320400","980003",0.6
"320500","980003",0.6
"320600","980003",0.1
"330001","980003",0
"340100","980003",0
"340201","980003",0
"340202","980003",0
"340301","980003",0
"340302","980003",0
"340303","980003",0
"340304","980003",0
"340305","980003",0
"350100","980003",0.8
"350200","980003",0
"360100","980003",0
"360200","980003",0
"360300","980003",0
"360400","980003",0
"360500","980003",0
"360600","980003",0
"360701","980003",0
"360702","980003",0
"360800","980003",0
"360900","980003",0
"361000","980003",0
"361100","980003",0
"361200","980003",0
"361300","980003",0
"361400","980003",0
"361500","980003",0
"361600","980003",1.1
"361700","980003",0
"361900","980003",0
"362000","980003",0
"362100","980003",0
"362200","980003",0
"370101","980003",0
"370102","980003",0
"370103","980003",0.9
"370200","980003",0
"370300","980003",0
"370401","980003",0
"370402","980003",0
"380100","980003",0
"380400","980003",0
"380501","980003",0
"380700","980003",0
"380800","980003",0
"380900","980003",0
"381000","980003",0
"381100","980003",0.7
"381200","980003",0
"381300","980003",0
"381400","980003",0
"390100","980003",0
"390200","980003",0
"400100","980003",0
"400200","980003",0
"400300","980003",0
"400400","980003",0
"400500","980003",0
"400600","980003",0
"400700","980003",0
"400800","980003",0
"400901","980003",0
"400902","980003",0
"410100","980003",0.6
"410201","980003",7.4
"410202","980003",0.4
"410203","980003",1.1
"420100","980003",30.4
"420201","980003",11
"420202","980003",10.7
"420300","980003",13.2
"420401","980003",0
"420402","980003",0
"420500","980003",0.4
"420700","980003",0
