"source","destination","flow"
"640105","910000",1847.4
"640200","910000",860.8
"640301","910000",4645.4
"640302","910000",2008
"640400","910000",4043.5
"640501","910000",681.1
"640502","910000",171.5
"640503","910000",5.4
"640504","910000",29.8
"640700","910000",107
"640800","910000",379.6
"640900","910000",683.1
"641000","910000",0
"641100","910000",0
"641200","910000",1524.6
"650100","910000",3822.9
"650200","910000",9257.1
"650300","910000",20257.6
"650400","910000",4176.7
"650500","910000",31439
"650600","910000",956.8
"650701","910000",0
"650702","910000",1596.3
"660000","910000",61962.7
"670000","910000",1326
"680100","910000",63317.8
"680200","910000",25544
"680301","910000",11988.6
"680302","910000",2874.9
"690100","910000",111740.7
"690200","910000",373725.1
"700100","910000",104382.5
"700200","910000",8008.9
"700300","910000",23397.5
"700400","910000",81637.8
"700500","910000",0
"710100","910000",325143.9
"710201","910000",122178.3
"710202","910000",0
"720100","910000",20180
"720201","910000",8813.4
"720202","910000",4670.2
"720203","910000",13417.1
"720204","910000",4531.6
"720205","910000",3085.4
"720300","910000",13512.5
"730101","910000",2386.5
"730102","910000",2179.8
"730103","910000",1230.9
"730104","910000",854.8
"730105","910000",0
"730106","910000",62.6
"730107","910000",1238.6
"730108","910000",4099.6
"730109","910000",1404.1
"730200","910000",661
"730301","910000",31069
"730302","910000",0
"730303","910000",386.9
"740000","910000",169637.9
"750001","910000",6050
"750002","910000",57077.7
"750003","910000",4556.4
"760101","910000",4087
"760102","910000",3336
"760201","910000",4051.4
"760202","910000",1762.3
"760203","910000",1385.6
"760204","910000",3357.3
"760205","910000",7378.2
"760206","910000",22053.3
"770100","910000",132457.8
"770200","910000",165479.3
"770301","910000",29509.6
"770302","910000",35568.3
"770401","910000",12683.5
"770402","910000",34604.8
"770403","910000",9483
"770501","910000",2151.6
"770502","910000",12497.9
"770503","910000",23610
"770504","910000",11162.2
"770600","910000",3519.8
"770700","910000",13040.5
"770800","910000",9095.3
"770900","910000",17125.7
"780100","910000",6429.9
"780500","910000",0
"790300","910000",14151.5
"800000","910000",29294.9
"810001","910000",-1881.1
"810002","910000",15586.3
"820000","910000",0
"830001","910000",-31135.8
"840000","910000",7709
"850000","910000",0
"880000","910000",0
"890000","910000",0
"900000","910000",0
"010100","920000",0
"010200","920000",0
"010301","920000",0
"010302","920000",0
"020100","920000",0
"020201","920000",0
"020202","920000",0
"020203","920000",0
"020300","920000",0
"020401","920000",0
"020402","920000",0
"020501","920000",0
"020502","920000",0
"020503","920000",0
"020600","920000",0
"020702","920000",0
"030001","920000",0
"030002","920000",0
"040001","920000",0
"040002","920000",0
"050000","920000",0
"060100","920000",0
"060200","920000",446.1
"070000","920000",0
"080000","920000",83.8
"090001","920000",0
"090002","920000",0
"090003","920000",0
"090004","920000",0
"100000","920000",0
"110101","920000",114463
"110102","920000",4998.9
"110103","920000",15973.1
"110104","920000",4480
"110105","920000",36233.2
"110106","920000",6467
"110107","920000",632
"110201","920000",27277.9
"110202","920000",40498.4
"110203","920000",12062.8
"110204","920000",2420.7
"110205","920000",18502.3
"110206","920000",2957
"110207","920000",3662.3
"110231","920000",6669.9
"110232","920000",3505.1
"110241","920000",2473.6
"110250","920000",3317.4
"110301","920000",7659.9
"110302","920000",452.8
"110303","920000",13688.5
"110304","920000",3091.4
"110305","920000",317.7
"110306","920000",2495.7
"110307","920000",2053
"110308","920000",0
"110400","920000",1019.9
"110501","920000",3106.8
"110502","920000",2605
"110601","920000",10815
"110602","920000",1675.7
"110603","920000",565.3
"110701","920000",0
"110702","920000",627.6
"110703","920000",374.3
"110704","920000",1483.5
"120100","920000",15253.4
"120201","920000",0
"120202","920000",146.6
"120203","920000",0
"120204","920000",0
"120205","920000",1900
"120206","920000",0
"120207","920000",0
"120208","920000",0
"120209","920000",0
"120210","920000",0
"120211","920000",0
"120212","920000",0
"120213","920000",0
"120214","920000",0
"120215","920000",0
"120216","920000",0
"130100","920000",198.1
"130200","920000",0
"130300","920000",0
"130500","920000",0
"130600","920000",0
"130700","920000",0
"140101","920000",0
"140102","920000",0
"140105","920000",0
"140200","920000",0
"140300","920000",0
"140400","920000",0
"140500","920000",0
"140600","920000",0
"140700","920000",0
"140800","920000",0
"140900","920000",0
"141000","920000",0
"141100","920000",0
"141200","920000",0
"141301","920000",0
"141302","920000",0
"141401","920000",0
"141402","920000",0
"141403","920000",0
"141501","920000",0
"141502","920000",0
"141600","920000",0
"141700","920000",0
"141801","920000",0
"141802","920000",0
"141803","920000",0
"141900","920000",0
"142001","920000",0
"142002","920000",0
"142003","920000",0
"142004","920000",0
"142101","920000",0
"142102","920000",0
"142103","920000",0
"142104","920000",0
"142200","920000",0
"142300","920000",0
"142400","920000",0
"142500","920000",0
"142600","920000",0
"142700","920000",0
"142800","920000",0
"142900","920000",0
"143000","920000",0
"143100","920000",0
"143201","920000",0
"143202","920000",0
"150101","920000",0
"150102","920000",0
"150103","920000",0
"150200","920000",0
"160100","920000",0
"160200","920000",0
"160300","920000",0
"160400","920000",0
"170100","920000",2360.5
"170600","920000",0
"170700","920000",0
"170900","920000",0
"171001","920000",0
"171100","920000",8.8
"180101","920000",0
"180102","920000",0
"180300","920000",0
"180400","920000",0
"190100","920000",0
"190200","920000",0
"190301","920000",0
"190302","920000",0
"190303","920000",0
"190304","920000",0
"190305","920000",0
"190306","920000",0
"200100","920000",0
"200200","920000",0
"200300","920000",0
"200400","920000",0
"200501","920000",0
"200502","920000",0
"200600","920000",0
"200701","920000",0
"200702","920000",0
"200703","920000",3914.6
"200800","920000",0
"200901","920000",0
"200903","920000",5.1
"200904","920000",0
"210000","920000",0
"220101","920000",677.1
"220102","920000",25.7
"220103","920000",0
"220200","920000",389
"220300","920000",133.8
"220400","920000",209.4
"230100","920000",1859.8
"230200","920000",5415
"230300","920000",664.2
"230400","920000",1995.8
"230500","920000",1901.1
"230600","920000",270.1
"230700","920000",1925.5
"240100","920000",0
"240400","920000",0
"240500","920000",0
"240701","920000",0
"240702","920000",0
"240703","920000",0
"240705","920000",0
"240706","920000",0
"240800","920000",0
"250000","920000",0
"260100","920000",0
"260200","920000",0
"260301","920000",0
"260302","920000",0
"260400","920000",0
"260501","920000",0
"260601","920000",0
"260602","920000",0
"260700","920000",0
"260802","920000",0
"260803","920000",0
"260806","920000",0
"270100","920000",795
"270201","920000",0
"270300","920000",0
"270401","920000",0
"270402","920000",0
"270403","920000",0
"270404","920000",0
"270405","920000",0
"270406","920000",0
"280100","920000",0
"280200","920000",0
"280300","920000",0
"280400","920000",0
"290100","920000",0
"290201","920000",0
"290202","920000",0
"290203","920000",0
"290300","920000",0
"300000","920000",0
"310101","920000",0
"310102","920000",0
"310103","920000",0
"310200","920000",0
"310300","920000",0
"320100","920000",0
"320200","920000",0
"320300","920000",102.6
"320400","920000",52.5
"320500","920000",0
"320600","920000",0
"330001","920000",0
"340100","920000",0
"340201","920000",0
"340202","920000",0
"340301","920000",0
"340302","920000",0
"340303","920000",0
"340304","920000",0
"340305","920000",0
"350100","920000",0
"350200","920000",0
"360100","920000",0
"360200","920000",0
"360300","920000",0
"360400","920000",0
"360500","920000",0
"360600","920000",0
"360701","920000",0
"360702","920000",0
"360800","920000",0
"360900","920000",0
"361000","920000",0
"361100","920000",0
"361200","920000",0
"361300","920000",0
"361400","920000",0
"361500","920000",0
"361600","920000",0
"361700","920000",0
"361900","920000",0
"362000","920000",0
"362100","920000",0
"362200","920000",0
"370101","920000",0
"370102","920000",0
"370103","920000",0
"370200","920000",0
"370300","920000",0
"370401","920000",0
"370402","920000",13
"380100","920000",0
"380400","920000",0
"380501","920000",0
"380700","920000",0
"380800","920000",0
"380900","920000",0
"381000","920000",36
"381100","920000",0
"381200","920000",0
"381300","920000",0
"381400","920000",0
"390100","920000",0
"390200","920000",21.3
"400100","920000",0
"400200","920000",0
"400300","920000",0
"400400","920000",0
"400500","920000",0
"400600","920000",2477.6
"400700","920000",333.2
"400800","920000",0
"400901","920000",0
"400902","920000",0
"410100","920000",0
"410201","920000",0
"410202","920000",0
"410203","920000",0
"420100","920000",0
"420201","920000",14.3
"420202","920000",120.9
"420300","920000",0
"420401","920000",0
"420402","920000",0
"420500","920000",0
"420700","920000",0
"420800","920000",1166.5
"421000","920000",0
"421100","920000",643.2
"430100","920000",1741.1
"430200","920000",561.3
"440001","920000",5175.9
"440002","920000",2898.5
"450100","920000",8034.1
"450200","920000",594.7
"450300","920000",205.9
"460100","920000",0
"460200","920000",2751
"460300","920000",405.5
"460400","920000",1875.9
"470100","920000",3306.8
"470200","920000",1298.1
"470300","920000",4872.7
"470401","920000",1525.4
"470402","920000",449.3
"470404","920000",1194.5
"470405","920000",0
"470500","920000",792
"480100","920000",1638.7
"480200","920000",1617.9
"480300","920000",746.7
"480400","920000",1252.2
"480500","920000",2571.7
"480600","920000",7225.6
"490100","920000",3499.1
"490200","920000",0
"490300","920000",401.9
"490500","920000",0
"490600","920000",1071.9
"490700","920000",4037
"490800","920000",2062.4
"500100","920000",0
"500200","920000",196.5
"500300","920000",516.6
"500400","920000",34
"510102","920000",1344.6
"510103","920000",16502.7
"510104","920000",13518.6
"510400","920000",2110.4
"520100","920000",526.1
"520200","920000",343.7
"520300","920000",3101.2
"520400","920000",867.7
"520500","920000",2347
"530200","920000",1804
"530300","920000",1169
"530400","920000",1198.4
"530500","920000",559.7
"530700","920000",0
"530800","920000",1146.8
"540100","920000",996.8
"540200","920000",1024.9
"540300","920000",112.5
"540400","920000",112.2
"540500","920000",61.6
"540700","920000",348.8
"550100","920000",0
"550200","920000",415.5
"550300","920000",19.1
"560100","920000",475.8
"560200","920000",0
"560300","920000",13494.9
"560500","920000",7757.1
"570100","920000",0
"570200","920000",0
"570300","920000",0
"580100","920000",91.3
"580200","920000",0
"580400","920000",0
"580600","920000",0
"580700","920000",2664.1
"590100","920000",3142.9
"590200","920000",3447.9
"590301","920000",62932.8
"590302","920000",0
"600100","920000",8586.5
"600200","920000",256.7
"600400","920000",0
"610100","920000",649.5
"610200","920000",651.2
"610300","920000",1284.6
"610500","920000",24
"610601","920000",24.8
"610603","920000",0
"610700","920000",549.3
"620101","920000",10422.3
"620102","920000",1429.7
"620200","920000",4022
"620300","920000",0
"620400","920000",4417.5
"620500","920000",827.8
"620600","920000",439.6
"620700","920000",0
"620800","920000",1690.2
"620900","920000",2492.9
"621000","920000",3352.6
"621100","920000",4718.9
"630200","920000",0
"630300","920000",5652.6
"640101","920000",0
"640102","920000",0
"640104","920000",0
"640105","920000",0
"640200","920000",311.1
"640301","920000",0
"640302","920000",0
"640400","920000",593.6
"640501","920000",0
"640502","920000",0
"640503","920000",0
"640504","920000",0
"640700","920000",0
"640800","920000",0
"640900","920000",0
"641000","920000",0
"641100","920000",1706
"641200","920000",1265.1
"650100","920000",826.5
"650200","920000",0
"650300","920000",2343
"650400","920000",166.9
"650500","920000",818.5
"650600","920000",0
"650701","920000",0
"650702","920000",0
"660000","920000",4388.9
"670000","920000",0
"680100","920000",0
"680200","920000",0
"680301","920000",0
"680302","920000",0
"690100","920000",39161.1
"690200","920000",11177.9
"700100","920000",0
"700200","920000",0
"700300","920000",0
"700400","920000",0
"700500","920000",0
"710100","920000",0
"710201","920000",23700.7
"710202","920000",0
"720100","920000",0
"720201","920000",0
"720202","920000",0
"720203","920000",0
"720204","920000",0
"720205","920000",0
"720300","920000",0
"730101","920000",0
"730102","920000",0
"730103","920000",0
"730104","920000",10.3
"730105","920000",0
"730106","920000",0
"730107","920000",0
"730108","920000",0
"730109","920000",0
"730200","920000",0
"730301","920000",0
"730302","920000",7509.2
"730303","920000",0
"740000","920000",0
"750001","920000",0
"750002","920000",0
"750003","920000",0
"760101","920000",0
"760102","920000",0
"760201","920000",0
"760202","920000",0
"760203","920000",0
"760204","920000",0
"760205","920000",0
"760206","920000",0
"770100","920000",0
"770200","920000",0
"770301","920000",0
"770302","920000",0
"770401","920000",0
"770402","920000",0
"770403","920000",0
"770501","920000",0
"770502","920000",0
"770503","920000",0
"770504","920000",0
"770600","920000",0
"770700","920000",0
"770800","920000",0
"770900","920000",0
"780100","920000",0
"780500","920000",0
"790300","920000",0
"800000","920000",0
"810001","920000",-2560.1
"810002","920000",-22399.4
"820000","920000",0
"830001","920000",0
"840000","920000",0
"850000","920000",0
"880000","920000",0
"890000","920000",0
"900000","920000",0
"010100","930000",2.7
"010200","930000",22.3
"010301","930000",-806.7
"010302","930000",63.1
"020100","930000",62.8
"020201","930000",-967.6
"020202","930000",-3526.3
"020203","930000",6.3
"020300","930000",17.8
"020401","930000",195.2
"020402","930000",2.2
"020501","930000",178.8
"020502","930000",2.7
"020503","930000",5.7
"020600","930000",-437.7
"020702","930000",198.9
"030001","930000",39.5
"030002","930000",61.8
"040001","930000",0
"040002","930000",0
"050000","930000",-8.1
"060100","930000",42.6
"060200","930000",-15.5
"070000","930000",1099.6
"080000","930000",-1758.3
"090001","930000",38.4
"090002","930000",29.3
"090003","930000",7.6
"090004","930000",3.9
"100000","930000",-87.6
"110101","930000",0
"110102","930000",0
"110103","930000",0
"110104","930000",0
"110105","930000",0
"110106","930000",0
"110107","930000",0
"110201","930000",0
"110202","930000",0
"110203","930000",0
"110204","930000",0
"110205","930000",0
"110206","930000",0
"110207","930000",0
"110231","930000",0
"110232","930000",0
"110241","930000",0
"110250","930000",0
"110301","930000",0
"110302","930000",0
"110303","930000",0
"110304","930000",0
"110305","930000",0
"110306","930000",0
"110307","930000",0
"110308","930000",0
"110400","930000",0
"110501","930000",0
"110502","930000",0
"110601","930000",0
"110602","930000",0
"110603","930000",0
"110701","930000",0
"110702","930000",0
"110703","930000",0
"110704","930000",0
"120100","930000",0
"120201","930000",0
"120202","930000",0
"120203","930000",0
"120204","930000",0
"120205","930000",0
"120206","930000",0
"120207","930000",0
"120208","930000",0
"120209","930000",0
"120210","930000",0
"120211","930000",0
"120212","930000",0
"120213","930000",0
"120214","930000",0
"120215","930000",0
"120216","930000",0
"130100","930000",296.3
"130200","930000",175.5
"130300","930000",-90.9
"130500","930000",86.2
"130600","930000",27.2
"130700","930000",-37.7
"140101","930000",261.5
"140102","930000",17.5
"140105","930000",48.7
"140200","930000",7.5
"140300","930000",-1.2
"140400","930000",1.1
"140500","930000",45.5
"140600","930000",61.6
"140700","930000",15.9
"140800","930000",34.3
"140900","930000",44.9
"141000","930000",31.5
"141100","930000",-16.8
"141200","930000",76.7
"141301","930000",65.3
"141302","930000",56.9
"141401","930000",19.6
"141402","930000",16
"141403","930000",4.1
"141501","930000",-23.5
"141502","930000",23.6
"141600","930000",54.7
"141700","930000",-13.4
"141801","930000",61.5
"141802","930000",45.4
"141803","930000",0
"141900","930000",135.9
"142001","930000",32.5
"142002","930000",14.7
"142003","930000",3.3
"142004","930000",-14.7
"142101","930000",15.8
"142102","930000",-5.4
"142103","930000",122.5
"142104","930000",173
"142200","930000",91.3
"142300","930000",20.9
"142400","930000",20.5
"142500","930000",70.9
"142600","930000",9.5
"142700","930000",20.8
"142800","930000",11.4
"142900","930000",6.7
"143000","930000",0.7
"143100","930000",1
"143201","930000",14
"143202","930000",86.6
"150101","930000",317.6
"150102","930000",10.4
"150103","930000",8.7
"150200","930000",-94.7
"160100","930000",435.4
"160200","930000",16.7
"160300","930000",125.7
"160400","930000",21.4
"170100","930000",276
"170600","930000",28.9
"170700","930000",13.1
"170900","930000",17.9
"171001","930000",41.6
"171100","930000",34.7
"180101","930000",-6.7
"180102","930000",44.4
"180300","930000",105.9
"180400","930000",1302
"190100","930000",55
"190200","930000",50.5
"190301","930000",18.4
"190302","930000",36.6
"190303","930000",39.6
"190304","930000",78.2
"190305","930000",8.3
"190306","930000",46.4
"200100","930000",94.8
"200200","930000",358.8
"200300","930000",30.4
"200400","930000",2.6
"200501","930000",195.1
"200502","930000",86.3
"200600","930000",91.2
"200701","930000",21.2
"200702","930000",24.5
"200703","930000",125.4
"200800","930000",21.2
"200901","930000",1.8
"200903","930000",55.6
"200904","930000",42.1
"210000","930000",6.4
"220101","930000",185
"220102","930000",14.4
"220103","930000",4
"220200","930000",79.6
"220300","930000",32.3
"220400","930000",37.3
"230100","930000",21
"230200","930000",71.2
"230300","930000",26.1
"230400","930000",30.3
"230500","930000",39.6
"230600","930000",20.2
"230700","930000",35.3
"240100","930000",50.7
"240400","930000",62.5
"240500","930000",79.7
"240701","930000",0.5
"240702","930000",14.6
"240703","930000",44.9
"240705","930000",69.7
"240706","930000",107.5
"240800","930000",486.2
"250000","930000",127.3
"260100","930000",199.7
"260200","930000",249.6
"260301","930000",480.8
"260302","930000",9.7
"260400","930000",96.3
"260501","930000",-14.4
"260601","930000",349.3
"260602","930000",51.7
"260700","930000",217.8
"260802","930000",5.5
"260803","930000",-2.4
"260806","930000",-6.3
"270100","930000",301.3
"270201","930000",-62.1
"270300","930000",199.9
"270401","930000",2.8
"270402","930000",67.5
"270403","930000",-2.9
"270404","930000",27.1
"270405","930000",14.7
"270406","930000",104.7
"280100","930000",313.8
"280200","930000",59.2
"280300","930000",-4.1
"280400","930000",133.1
"290100","930000",1199.2
"290201","930000",139.8
"290202","930000",25.4
"290203","930000",31.1
"290300","930000",361.5
"300000","930000",196.9
"310101","930000",2824.1
"310102","930000",27.1
"310103","930000",-3.4
"310200","930000",58.7
"310300","930000",94.3
"320100","930000",159
"320200","930000",115.3
"320300","930000",84.6
"320400","930000",928.3
"320500","930000",-44.4
"320600","930000",48.8
"330001","930000",43
"340100","930000",-8
"340201","930000",339.7
"340202","930000",7
"340301","930000",7.4
"340302","930000",25.5
"340303","930000",22.2
"340304","930000",-0.1
"340305","930000",30.4
"350100","930000",102.4
"350200","930000",76.3
"360100","930000",5.8
"360200","930000",15.7
"360300","930000",28.8
"360400","930000",10
"360500","930000",1.1
"360600","930000",18.3
"360701","930000",23.8
"360702","930000",23.8
"360800","930000",15.6
"360900","930000",20.7
"361000","930000",37.2
"361100","930000",76.7
"361200","930000",134.7
"361300","930000",4.3
"361400","930000",37.9
"361500","930000",32
"361600","930000",43.7
"361700","930000",27
"361900","930000",-4.7
"362000","930000",34.6
"362100","930000",13
"362200","930000",6.4
"370101","930000",1041.9
"370102","930000",-28.7
"370103","930000",78.3
"370200","930000",137.1
"370300","930000",-36.2
"370401","930000",1.8
"370402","930000",10
"380100","930000",100.6
"380400","930000",62
"380501","930000",-47.7
"380700","930000",93.6
"380800","930000",344.4
"380900","930000",22.1
"381000","930000",242.6
"381100","930000",37.4
"381200","930000",9.6
"381300","930000",16.2
"381400","930000",-16.9
"390100","930000",13.4
"390200","930000",10.5
"400100","930000",10.2
"400200","930000",14.6
"400300","930000",30.9
"400400","930000",111.9
"400500","930000",87.7
"400600","930000",21.1
"400700","930000",177.3
"400800","930000",27.7
"400901","930000",25.6
"400902","930000",50.3
"410100","930000",91
"410201","930000",41.5
"410202","930000",10.7
"410203","930000",94.1
"420100","930000",38.7
"420201","930000",118.2
"420202","930000",15.2
"420300","930000",152.4
"420401","930000",24.9
"420402","930000",24.7
"420500","930000",76.7
"420700","930000",10.3
"420800","930000",96.3
"421000","930000",12.3
"421100","930000",34.3
"430100","930000",136.6
"430200","930000",71
"440001","930000",127
"440002","930000",168.7
"450100","930000",190.6
"450200","930000",39.8
"450300","930000",-193.2
"460100","930000",24.5
"460200","930000",-5.9
