010100 6   18507.1
010200 6   11850.3
010301 6   53966.3
010302 6    3160.6
020100 6    4816.7
020201 6    6973.6
020202 6   30163.5
020203 6     516.3
020300 6    1909.0
020401 6    7114.8
020402 6    1272.9
020501 6   10545.3
020502 6    1888.4
020503 6     582.4
020600 6   11728.9
020701 6    1925.0
020702 6    7305.2
030001 6    4340.3
030002 6    3116.1
040001 6   10902.7
040002 6   11297.9
050000 6    1522.9
060100 6    2192.6
060200 6    3091.5
070000 6   25451.8
080000 6   84228.3
090001 6    5138.8
090002 6    3120.7
090003 6    1243.1
090004 6     785.1
100000 6    2676.2
110000 6  603950.0
110601 6   10815.0
110602 6    1719.4
110603 6     565.3
120215 6    1763.3
130100 6   21218.7
130200 6    4150.2
130300 6    2398.8
130500 6    1137.9
130600 6     908.4
130700 6    1623.8
140101 6   42027.9
140102 6   16543.1
140105 6   14671.4
140200 6    1375.3
140300 6   11898.3
140400 6    5257.7
140500 6    3511.3
140600 6   18517.8
140700 6     748.5
140800 6    5259.6
140900 6   11547.3
141000 6    1821.1
141100 6    4917.7
141200 6    5178.6
141301 6    6507.0
141302 6    5314.6
141401 6    4659.5
141402 6    6257.8
141403 6    2491.2
141501 6    4586.9
141502 6   13798.7
141600 6    1297.6
141700 6    4729.4
141801 6   20730.5
141802 6    5844.9
141803 6    1152.7
141900 6    5622.6
142001 6    6779.0
142002 6    3162.7
142003 6     962.9
142004 6    2132.2
142101 6   15116.5
142102 6     521.0
142103 6    3836.8
142104 6    6635.5
142200 6   19655.3
142300 6    4616.6
142400 6     430.8
142500 6    8444.6
142600 6     414.9
142700 6    1630.2
142800 6    5751.2
142900 6    4036.0
143000 6     280.9
143100 6    1010.2
143201 6    4815.8
143202 6    9469.6
150101 6   21601.7
150102 6     227.8
150103 6    1048.0
150200 6    3505.2
160100 6   25568.4
160200 6    1127.5
160300 6   10899.0
160400 6     649.1
170100 6    9746.9
170600 6    1407.6
170700 6    1047.3
170900 6     500.8
171001 6    1913.7
171100 6    1365.5
180101 6    1478.9
180102 6    1931.4
180201 6    3215.4
180202 6    1059.6
180203 6     181.3
180300 6    5595.6
180400 6   50721.6
190100 6    1601.3
190200 6    5885.4
190301 6     529.0
190302 6    1027.0
190303 6     725.2
190304 6    4571.0
190305 6     299.8
190306 6    2348.6
200100 6   15024.2
200200 6   17111.5
200300 6    1674.4
200400 6     141.3
200501 6    9197.0
200502 6    4347.1
200600 6    6842.1
200701 6    1853.6
200702 6    2431.7
200703 6    4082.2
200800 6    2147.7
200901 6    1472.3
200903 6    3189.7
200904 6    2812.3
210000 6     547.4
220101 6    7826.7
220102 6     403.0
220103 6     348.2
220200 6    5370.2
220300 6    2097.5
220400 6    2373.0
230100 6    1988.8
230200 6    5348.0
230300 6    2026.7
230400 6    2818.4
230500 6    2626.5
230600 6    1634.0
230700 6    1915.9
240100 6    4266.2
240400 6    2495.1
240500 6   11676.4
240701 6    7977.5
240702 6    6847.6
240703 6    1708.8
240705 6    1124.8
240706 6    3364.8
240800 6   42521.1
250000 6   25510.8
260100 6   32193.8
260200 6   17533.0
260301 6   12551.2
260302 6    3248.2
260400 6    7777.0
260501 6   45907.4
260601 6    6999.4
260602 6    2806.2
260700 6    2641.2
260802 6    1165.0
260803 6    1938.6
260806 6    2343.4
270100 6   67673.7
270201 6    6084.4
270202 6    1322.0
270300 6    6105.9
270401 6     470.9
270402 6    4418.3
270403 6    1091.9
270404 6    2338.9
270405 6     578.2
270406 6    7802.7
280100 6   25979.4
280200 6    3237.1
280300 6    1309.8
280400 6   10146.1
290100 6   36012.2
290201 6   10856.5
290202 6    5429.7
290203 6    2926.0
290300 6   14017.1
300000 6   12072.4
310101 6  125712.0
310102 6    3607.4
310103 6     716.1
310200 6    4555.6
310300 6    3280.0
320100 6   10468.6
320200 6     544.8
320300 6    8933.2
320400 6   61072.1
320500 6    2238.3
320600 6    2314.6
330001 6    2222.1
340100 6     321.8
340201 6    3653.9
340202 6     221.2
340301 6     169.0
340302 6     806.0
340303 6     533.5
340304 6     367.8
340305 6     404.3
350100 6   11263.9
350200 6    4821.4
360100 6    4103.2
360200 6    1170.3
360300 6     624.2
360400 6     722.2
360500 6     148.8
360600 6     747.7
360701 6     297.9
360702 6      92.8
360800 6     712.5
360900 6     500.2
361000 6    1858.2
361100 6    5762.7
361200 6   13062.0
361300 6     705.8
361400 6    2612.0
361500 6     820.1
361600 6    3316.4
361700 6     385.6
361900 6    1382.5
362000 6    3199.1
362100 6     922.1
362200 6     585.4
370101 6   38735.7
370102 6     795.0
370103 6    3205.8
370104 6    5205.6
370105 6    3825.2
370200 6   10385.5
370300 6    2949.1
370401 6    1389.6
370402 6    1599.2
380100 6    2596.0
380400 6    5687.9
380501 6    3232.2
380600 6    4256.7
380700 6    5185.2
380800 6   14370.2
380900 6    3041.4
381000 6   10732.7
381100 6    4324.1
381200 6     619.7
381300 6    1336.3
381400 6     993.9
390100 6   10808.6
390200 6    1095.7
400100 6     790.0
400200 6    2318.6
400300 6    2023.1
400400 6    8206.2
400500 6    6266.5
400600 6    6606.7
400700 6    9505.1
400800 6    2258.8
400901 6    2977.4
400902 6    2978.0
410100 6    7718.6
410201 6   15174.3
410202 6     825.3
410203 6    8255.3
420100 6    1027.5
420201 6    3296.2
420202 6     644.2
420300 6    8027.1
420401 6    3879.4
420402 6    3889.5
420500 6    4154.4
420700 6     410.1
420800 6   10746.7
421000 6    2297.2
421100 6    6051.9
430100 6    3468.7
430200 6   10626.9
440001 6    6632.3
440002 6    4344.6
450100 6   11960.0
450200 6    1427.4
450300 6    2389.1
460100 6    1048.7
460200 6    3237.0
460300 6     652.4
460400 6    2255.8
470100 6    2891.2
470200 6    1286.2
470300 6   11017.0
470401 6    1948.9
470402 6     508.1
470404 6    2036.9
470405 6     500.1
470500 6    1038.4
480100 6    1887.6
480200 6    1184.5
480300 6     818.3
480400 6    1728.2
480500 6    2701.4
480600 6    7933.8
490100 6    6664.2
490200 6    3640.0
490300 6    2203.4
490500 6    3459.8
490600 6    1405.9
490700 6    3732.1
490800 6    2130.5
500100 6    2307.3
500200 6    3261.7
500300 6     593.4
500400 6   13840.7
510102 6    1446.0
510103 6   30204.4
510104 6   21401.7
510400 6    2767.4
520100 6     709.2
520200 6     433.5
520300 6   16426.4
520400 6    1071.1
520500 6    3768.7
530200 6    3233.4
530300 6    4627.8
530400 6    6693.3
530500 6    5839.9
530700 6    1111.0
530800 6    1159.9
540100 6    2671.3
540200 6    3425.6
540300 6    2993.0
540400 6    2568.0
540500 6    1302.7
540700 6    2399.9
550100 6    3019.9
550200 6    7947.9
550300 6    6647.0
560100 6    5887.4
560200 6    1926.3
560300 6   16878.7
560500 6   16007.1
570100 6    2681.8
570200 6   18346.6
570300 6   27625.2
580100 6    3311.3
580200 6    1876.5
580400 6    7356.4
580600 6    3346.5
580700 6    4932.3
590100 6    4533.2
590200 6    3711.1
590301 6  134114.7
590302 6   60746.4
600100 6   39436.2
600200 6   23780.6
600400 6   18910.8
610100 6    8720.2
610200 6    5815.8
610300 6    2682.7
610500 6     986.8
610601 6    1806.7
610603 6    2458.5
610700 6    1611.4
620101 6   36970.0
620102 6    1725.6
620200 6    9002.8
620300 6    1991.8
620400 6    7491.4
620500 6    8240.9
620600 6    1290.5
620700 6    1125.2
620800 6    1460.0
620900 6    3431.2
621000 6    5147.7
621100 6    7586.3
630200 6    1539.9
630300 6   18185.5
640101 6    4463.0
640102 6    2010.9
640104 6     444.1
640105 6    1219.0
640200 6     799.0
640301 6    3120.3
640302 6     256.2
640400 6    5068.2
640501 6     788.8
640502 6     521.6
640503 6     405.0
640504 6     630.7
640700 6     655.8
640800 6     884.9
640900 6    1266.0
641000 6     814.4
641100 6    4783.8
641200 6    4957.4
650100 6   31444.7
650200 6   12013.5
650300 6  116095.2
650400 6   24053.0
650500 6   76252.9
650600 6    7888.5
650701 6   10311.7
650702 6    7708.0
660000 6  161126.8
670000 6   29396.2
680100 6  132371.3
680200 6   67548.5
680301 6    3360.2
680302 6    7902.0
690100 6  423750.7
690200 6  420693.5
700100 6  192444.1
700200 6   33018.2
700300 6   61150.2
700400 6  123973.4
700500 6   48876.1
710100 6  325143.9
710201 6  347224.8
710202 6   33050.2
720100 6   40997.4
720201 6   15360.9
720202 6    4670.2
720203 6   13608.2
720204 6   16014.3
720205 6    3138.8
720300 6   13510.0
730101 6   23195.3
730102 6   16327.1
730103 6   20551.3
730104 6   60821.4
730105 6   64467.9
730106 6    9464.4
730107 6   28587.6
730108 6   12843.4
730109 6   45290.6
730200 6   15883.7
730301 6   76890.0
730302 6   60153.9
730303 6   40887.3
740000 6  209394.0
750001 6   45454.6
750002 6   79978.5
750003 6    5270.9
760101 6   27890.2
760102 6    3318.0
760201 6   10000.9
760202 6    1762.3
760203 6    2072.1
760204 6    4689.5
760205 6    8213.4
760206 6   20246.0
770100 6  133505.7
770200 6  136581.3
770301 6   29720.7
770302 6   38703.4
770401 6   10851.2
770402 6   30508.5
770403 6    8914.7
770501 6   10454.7
770502 6   12584.1
770503 6   23610.0
770504 6   12291.4
770600 6    4613.1
770700 6   12884.5
770800 6    9095.3
770900 6   16870.7
780100 6   32441.7
780200 6    7249.9
780500 6    5704.7
790100 6    4822.0
790200 6   16899.4
790300 6   47762.5
820000 6  466784.8
830001 6       0.0
840000 6    7709.0
850000 6  -17817.0
910000 6 3072252.0
920000 6  732891.3
930000 6   28037.4
940000 6  348572.0
950000 6 -490442.0
960000 6  292052.0
970000 6   92875.0
980001 6  168207.0
980002 6   41296.0
980003 6    8768.9
991001 6   24223.9
991002 6   19201.0
991003 6    7610.0
991004 6    3425.1
992001 6   25310.9
992002 6   10788.0
992003 6   18067.0
993001 6   51021.9
993002 6    3051.0
993003 6    3534.0
993004 6     316.0
993005 6    4192.0
993006 6    5922.0
993007 6    2360.0
993008 6   17409.9
993009 6   81887.1
