010100 7   15833.4
010200 7   11790.5
010301 7   53097.6
010302 7    2887.2
020100 7    4740.2
020201 7    6744.2
020202 7   29235.1
020203 7     514.9
020300 7    1862.6
020401 7    6261.4
020402 7    1257.8
020501 7   10309.3
020502 7    1881.9
020503 7     570.4
020600 7   11519.7
020702 7    7285.7
030001 7    6371.7
030002 7    3116.1
040001 7   12370.1
040002 7   11297.9
050000 7    1631.3
060100 7    2096.4
060200 7    3074.5
070000 7   25451.1
080000 7   68008.4
090001 7    5185.1
090002 7    3418.2
090003 7    1161.0
090004 7     721.1
100000 7    1398.7
110101 7  114564.5
110102 7    5625.8
110103 7   16221.6
110104 7    4525.0
110105 7   39031.5
110106 7    6467.0
110107 7    1604.8
110201 7   31329.1
110202 7   44877.7
110203 7   13344.2
110204 7    2453.9
110205 7   19152.0
110206 7    2967.5
110207 7   13474.4
110231 7    8476.9
110232 7    4025.0
110241 7    4103.5
110250 7    7126.3
110301 7    7815.5
110302 7     452.8
110303 7   19156.1
110304 7    3357.4
110305 7     317.7
110306 7    7835.1
110307 7   10242.2
110308 7    1453.0
110400 7   26420.6
110501 7    3106.8
110502 7    2605.0
110601 7   10815.0
110602 7    1719.4
110603 7     565.3
110701 7      39.7
110702 7    1258.3
110703 7    3229.9
110704 7    5586.2
120100 7   47025.0
120201 7   64281.6
120202 7     633.8
120203 7    1242.0
120204 7    6171.5
120205 7    5733.9
120206 7    8785.4
120207 7     494.5
120208 7     341.0
120209 7    5093.8
120210 7    5478.2
120211 7     953.2
120212 7    1044.4
120213 7    1177.9
120214 7   19539.1
120215 7    1763.3
120216 7    3707.7
130100 7   17265.1
130200 7    3928.7
130300 7    2957.5
130500 7    1191.1
130600 7    1004.9
130700 7    1829.8
140101 7   36386.2
140102 7   21742.6
140105 7   14752.9
140200 7    1621.2
140300 7   10809.9
140400 7    5874.5
140500 7    4219.9
140600 7   19520.7
140700 7     866.2
140800 7    4459.0
140900 7   12321.3
141000 7    2894.8
141100 7    4491.1
141200 7    5108.9
141301 7    6365.3
141302 7    5293.3
141401 7    4372.2
141402 7    5091.4
141403 7    3161.4
141501 7    4694.3
141502 7   13984.7
141600 7    1331.3
141700 7    4459.0
141801 7   20512.7
141802 7    5719.7
141803 7    1369.3
141900 7    5665.0
142001 7    8214.3
142002 7    1967.0
142003 7     874.3
142004 7    2056.6
142101 7   15076.1
142102 7     531.9
142103 7    3884.4
142104 7    6738.4
142200 7   19926.8
142300 7    4937.5
142400 7     450.6
142500 7    7782.8
142600 7     503.2
142700 7    2183.9
142800 7    5457.4
142900 7    4707.0
143000 7     286.4
143100 7     976.5
143201 7    5020.2
143202 7   10971.8
150101 7   21293.1
150102 7     242.0
150103 7    1033.4
150200 7    3812.5
160100 7   23345.2
160200 7    1219.8
160300 7    9564.4
160400 7     702.3
170100 7    9540.2
170600 7    1355.8
170700 7     944.3
170900 7     487.7
171001 7    2382.5
171100 7    1555.9
180101 7    1509.3
180102 7    1929.0
180300 7    5691.0
180400 7   55129.4
190100 7    1614.0
190200 7    7749.7
190301 7     553.3
190302 7    1014.1
190303 7     633.5
190304 7    4690.3
190305 7     289.5
190306 7    2461.6
200100 7   15485.9
200200 7   17244.4
200300 7    1670.0
200400 7     146.8
200501 7    9110.7
200502 7    4281.1
200600 7    6277.7
200701 7    1896.2
200702 7    2356.6
200703 7    4073.2
200800 7    2178.8
200901 7    1456.8
200903 7    3274.0
200904 7    2903.0
210000 7     580.8
220101 7    7707.9
220102 7     428.9
220103 7     370.6
220200 7    5069.5
220300 7    1972.4
220400 7    2713.4
230100 7    2030.2
230200 7    5287.3
230300 7    2042.5
230400 7    2920.9
230500 7    2501.3
230600 7    1680.9
230700 7    1974.2
240100 7    5355.4
240400 7    2512.4
240500 7   11290.9
240701 7    7581.7
240702 7    6330.4
240703 7    1739.7
240705 7    1113.6
240706 7    3461.0
240800 7   41575.7
250000 7   25287.5
260100 7    7043.3
260200 7    8631.0
260301 7   12159.0
260302 7    3268.3
260400 7    3848.1
260501 7   30147.0
260601 7    6797.6
260602 7    2691.7
260700 7    2306.2
260802 7    1169.0
260803 7    2227.3
260806 7    2511.5
270100 7   72988.5
270201 7    7697.4
270300 7    5667.8
270401 7     556.1
270402 7    4596.5
270403 7    1129.4
270404 7    2367.4
270405 7     578.2
270406 7    7635.7
280100 7   28010.0
280200 7    3559.8
280300 7    1210.4
280400 7   10626.5
290100 7   35862.0
290201 7    9605.2
290202 7    5181.4
290203 7    2942.2
290300 7   15142.8
300000 7   12183.0
310101 7  123931.0
310102 7    5147.4
310103 7     764.8
310200 7    4548.5
310300 7    3206.8
320100 7   10386.5
320200 7     531.2
320300 7    8938.0
320400 7   62422.8
320500 7    2227.9
320600 7    2344.1
330001 7    2271.0
340100 7     337.3
340201 7    3673.7
340202 7     204.7
340301 7     150.9
340302 7     830.6
340303 7     493.4
340304 7     420.3
340305 7     405.0
350100 7   11557.0
350200 7    4777.5
360100 7    4127.0
360200 7    1156.0
360300 7     632.8
360400 7     763.8
360500 7     153.2
360600 7     722.3
360701 7     255.9
360702 7      89.2
360800 7     770.3
360900 7     507.4
361000 7    1978.6
361100 7    5781.9
361200 7   12642.1
361300 7     705.8
361400 7    2572.7
361500 7     815.0
361600 7    2914.3
361700 7     407.3
361900 7    1513.4
362000 7    3147.7
362100 7    1076.1
362200 7     606.7
370101 7   48114.8
370102 7     896.4
370103 7     758.9
370200 7   10263.2
370300 7    3121.2
